7.9363036	5.8441081	j04
263.93631	5.8441081	j04
17.953699	4.1794276	k11
17.953699	260.17941	k11
23.902014	7.1403146	c05
24.457804	252.38419	c04
24.457804	-3.6158071	c04
30.845778	5.9596219	e11
45.932529	1.4160268	b10
45.932529	257.41602	b10
53.296146	5.1958203	h13
53.296146	261.19583	h13
61.613194	4.7164569	k02
72.869812	1.9050722	e11
72.869812	257.90506	e11
80.344185	4.0692582	j09
80.344185	260.06924	j09
88.098732	7.8543458	l10
96.212593	1.9480853	d13
96.212593	257.94809	d13
103.68662	4.4750543	i02
103.68662	260.47507	i02
117.30098	0.83522201	k04
117.30098	256.83524	k04
124.44415	5.1489925	c10
132.73055	5.0778356	f11
132.73055	261.07785	f11
140.18182	2.2689359	e07
140.18182	258.26892	e07
148.62793	4.9182286	h02
148.62793	260.91824	h02
156.02155	3.6274676	a05
156.02155	259.62747	a05
164.63065	5.1613913	a13
171.94858	5.1055112	c06
171.94858	261.1055	c06
181.23178	5.6839113	d13
191.28477	4.1984949	l03
199.6916	5.7531133	e10
207.39485	3.1977673	f01
207.39485	259.19775	f01
216.87679	2.3621757	l05
216.87679	258.36218	l05
227.4873	4.6069918	c05
227.4873	260.60699	c05
235.63849	2.4408607	b05
235.63849	258.44086	b05
243.46527	5.2439404	g10
251.53317	5.1720319	i11
-4.4668269	5.1720319	i11
3.9628026	14.271611	d08
259.9628	14.271611	d08
11.554326	11.808007	g06
20.245975	15.957092	e12
29.519079	13.535156	g03
38.202991	10.487395	e07
46.396427	9.6799068	d08
57.388161	11.567505	a03
65.640564	15.382046	a07
71.037636	8.8366537	f05
81.357262	12.446785	l10
91.56752	15.493656	a06
98.217308	11.492882	b09
107.44985	12.548317	a01
113.42496	16.517534	e03
118.14664	11.326294	g09
128.08461	12.646181	g12
138.98022	11.839338	k06
150.93616	11.980506	e12
159.36043	15.16187	k05
166.91058	12.814264	g09
177.89766	13.089063	i13
185.62308	13.410567	c12
193.843	11.704598	h04
200.8681	17.77426	c04
205.74547	10.991831	c08
214.62532	11.509545	d04
221.73283	10.321161	g06
233.51151	10.395714	k02
243.56564	14.196173	b06
251.00185	13.098276	j13
-4.9981513	13.098276	j13
7.2587476	23.398211	l04
263.25876	23.398211	l04
14.736214	20.901936	a03
24.874189	23.315607	d09
34.66972	21.485025	h09
42.356514	17.006002	g13
50.652031	20.984171	l11
58.307983	20.370327	a10
66.711342	24.240358	h01
73.891777	18.706429	g09
81.649994	20.014818	k01
89.045517	23.820961	a02
97.357162	23.061745	c08
104.97902	20.410105	l04
117.73841	24.814621	d08
124.95815	22.081814	h12
132.61119	18.903439	d06
140.81996	22.342989	h12
148.27994	18.51861	e01
155.8735	23.516882	l09
164.06693	21.150341	b11
171.69525	21.085936	b10
180.08937	21.643234	i13
191.16106	20.037745	g09
204.61066	23.958824	b07
212.94379	23.325697	k13
219.51308	18.167486	l01
228.50044	19.55431	b03
235.51503	18.452791	f10
244.52072	22.006771	k08
254.40431	20.909161	c07
-1.595685	20.909161	c07
1.4282959	30.025457	i04
257.42828	30.025457	i04
11.484143	29.332554	g13
21.822325	31.577536	i08
29.708805	28.862658	k10
38.171776	32.240662	e09
43.743885	25.49398	e13
51.977737	29.507954	d03
63.082928	31.040411	d05
70.977806	30.515255	g04
82.138641	28.4203	l06
86.880821	35.137901	a02
96.109482	30.863279	a09
104.37135	28.244558	f13
112.08958	30.134569	k03
126.74049	33.425781	c01
133.60048	26.909018	d06
142.69615	32.602135	j06
149.56691	27.910618	f13
158.65515	31.145195	a04
170.45204	28.419264	a08
177.97865	29.09943	b07
186.43706	27.631716	i12
194.2858	27.626869	c13
201.84038	31.961515	e07
209.93398	30.965393	e12
220.61874	26.351288	g01
225.81564	32.846188	k11
233.21794	26.388609	b02
241.43492	30.278221	b06
249.39908	29.093182	c02
-6.6009231	29.093182	c02
7.8441787	39.382885	i08
263.84418	39.382885	i08
15.865709	36.878555	b02
23.839304	39.339046	c13
32.661209	37.355244	i07
40.734642	40.919277	a13
48.166344	36.784374	k11
55.96386	36.082054	k07
63.284885	40.367504	f03
71.535385	39.703281	k11
78.466629	35.386673	h06
94.042503	38.999706	i04
102.15936	38.3293	a01
110.01524	38.817242	l07
118.05358	36.511234	j10
124.90482	40.337589	f02
134.04448	36.838024	c13
140.89548	40.994297	b09
149.90608	38.346676	i03
159.32503	39.923775	d12
165.72462	35.915951	d03
175.20856	38.121426	b03
183.38855	37.887154	g13
192.37993	36.005547	d06
201.33667	39.62698	a13
211.13341	39.223949	g06
218.78041	37.177357	k03
227.31528	41.242096	b10
234.43939	34.414845	i10
239.84395	40.718273	b07
255.48508	37.389297	d08
-0.51492769	37.389297	d08
2.3952413	45.996872	a01
258.39523	45.996872	a01
13.435533	45.213955	c03
21.093021	48.405903	i05
29.420227	45.645092	g07
37.13607	48.227375	b02
45.579967	47.255016	d07
56.719021	45.719486	l11
67.632538	47.035244	e03
78.673073	44.73093	l01
73.612129	52.609684	h10
87.421257	44.531071	f04
98.727722	46.64756	c06
106.76367	48.690819	k10
116.32996	45.571354	h11
123.82267	49.144287	d05
135.41599	46.855755	f11
145.37552	48.363438	h06
152.63956	45.129822	j12
